word,list_count
demarcate,1
demean,4
demeanor,3
demented,3
demerit,3
demesne,1
demise,3
demobilize,1
demographic,2
demolish,1
demolition,3
demoniac,1
demoniac(demoniacal),1
demoniacal,1
demonstrable,2
demonstrate,2
demonstrative,3
demonstrator,1
demoralize,2
demotic,3
demur,9
demure,5
demurrage,1
dendroid,1
dendrology,1
denigrate,10
denizen,3
denominate,1
denomination,3
denominator,1
denotation,2
denote,4
denouement,7
denounce,6
dense,1
dent,1
dentifrice,1
denude,2
denunciation,1
depict,2
depilate,1
deplete,4
deplorable,1
deplore,4
deploy,3
deponent,1
depopulate,1
deport,3
deportation,1
deportment,2
depose,5
deposit,1
deposition,3
depositor,1
depository,1
deprave,2
depravity,4
deprecate,5
deprecatory,1
depreciate,4
depreciation,1
depredation,3
depress,1
depressant,1
depressed,1
depression,1
deprivation,1
depth,1
deputize,2
deracinate,1
deranged,2
derelict,8
dereliction,2
deride,12
derisible,1
derision,4
derisive,2
derivation,3
derivative,11
derive,3
derived,1
dermatologist,2
dermatology,1
derogative,2
derogatory,2
derrick,1
descant,1
descend,1
descendant,2
descendent,1
descent,1
descry,4
desecrate,5
deserts,2
desiccant,1
desiccate,8
desiccated,2
desideratum,3
designate,2
desist,1
desistance,1
desolate,2
despair,2
desperado,3
desperate,3
despicable,3
despise,3
despite,2
despoil,3
despoiler,1
despond,1
despondent,3
despot,6
despotic,2
despotism,2
dessert,1
destitute,6
desuetude,1
desultory,9
detach,1
detached,3
detachment,1
detain,3
detente,1
deter,4
detergent,1
deteriorate,1
deterioration,1
determinant,1
determinate,3
determination,3
deterrent,5
detest,1
detonation,2
detour,1
detoxification,1
detract,2
detraction,3
detriment,2
detrimental,4
detritus,1
detrude,1
deviance,1
deviate,4
deviation,1
device,1
devilry,1
deviltry,1
devious,3
devise,3
devoid,2
devolve,5
devoted,1
devotee,2
devout,4
dew,1
dexterity,1
dexterous,3
diabolic,3
diabolical,4
diacritical,1
diadem,3
diagnose,1
diagnosis,1
dialect,1
dialectic,1
dialectical,2
dialectician,1
dialogue,1
diaphanous,6
diatomic,1
diatribe,11
dichotomy,6
dictate,1
dictatorial,2
dictum,6
didactic,11
die,3
diehard,1
difference,1
differentia,1
differential,1
differentiate,3
diffidence,5
diffident,9
diffuse,6
diffusible,1
diffusion,2
digit,1
dignitary,3
digraph,1
digress,4
digression,3
digressive,1
dilapidate,1
dilapidated,6
dilapidation,1
dilate,5
dilatory,9
dilemma,3
dilettante,11
diligence,3
diligent,3
dilute,4
dimension,1
diminish,1
diminution,3
diminutive,3
dimly,1
din,5
dinghy,2
dingy,4
dint,3
diocesan,1
diorama,2
diphthong,1
diplomacy,1
diplomat,1
diplomatic,2
diplomatist,1
dipsomaniac,1
dire,3
dirge,8
disabuse,10
disaffected,6
disagree,1
disallow,1
disappear,1
disappoint,1
disapprobation,3
disapprove,1
disarm,2
disarrange,1
disarray,3
disavow,2
disavowal,3
disband,2
disbar,2
disbeliever,1
disburden,1
disburse,3
discard,1
discern,3
discernible,4
discerning,4
discharge,1
disciple,2
disciplinary,1
discipline,1
disclaim,3
disclose,2
discolor,1
discombobulate,1
discombobulated,2
discomfit,6
discomfiting,1
discomfort,1
discommode,1
discompose,3
disconcert,4
disconnect,1
disconsolate,4
discontinuance,1
discord,6
discordant,5
discount,3
discountenance,1
discourse,3
discover,1
discredit,6
discreet,6
discrepancy,8
discrepant,1
discrete,7
discretion,4
discretionary,2
discriminate,6
discriminating,4
discursive,7
discussion,1
disdain,5
disembark,3
disenfranchise,5
disengage,3
disentangle,1
disfavor,1
disfigure,3
disgorge,4
disgruntle,3
disguise,1
dishabille,2
dishearten,2
disheartened,2
disheveled,2
dishonest,1
dishonor,2
disillusion,2
disinclination,3
disinfect,2
disinfectant,1
disingenuous,9
disinherit,1
disinter,3
disinterest,1
disinterested,10
disjointed,4
disjunction,2
disjunctive,2
dislocate,1
dislodge,2
dismantle,3
dismay,1
dismember,2
dismiss,3
dismissal,1
dismount,1
disobedience,1
disobedient,1
disown,1
disparage,9
disparate,10
disparity,3
dispassionate,8
dispatch,7
dispel,3
dispensation,3
dispense,3
disperse,4
dispersed,1
dispersion,1
dispirited,2
displace,1
disport,3
dispose,1
disposition,2
dispossess,1
disproportion,2
disputation,1
disputatious,2
disqualify,1
disquiet,1
disquieting,1
disquietude,2
disquisition,3
disregard,3
disreputable,1
disrepute,1
disrobe,1
disrupt,1
dissatisfy,1
dissect,2
dissection,3
dissemble,11
dissembler,1
disseminate,11
dissension,4
dissent,6
dissentient,1
dissentious,1
dissertation,3
disservice,1
dissever,1
dissident,3
dissimilar,1
dissimulate,3
dissipate,6
dissipation,1
dissolute,3
dissolution,8
dissolve,2
dissonance,8
dissonant,1
dissuade,4
dissuasion,2
distaff,3
distain,1
distal,1
distant,2
distemper,1
distend,8
distensible,1
distention,1
distill,7
distillation,1
distiller,1
distinct,2
distinction,4
distinctive,2
distort,5
distortion,1
distract,3
distrain,1
distrainor,1
distrait,2
distraught,5
distressed,1
distrust,1
disunion,1
disyllable,1
dither,2
ditty,1
diurnal,6
diva,2
divagation,1
diverge,5
divergent,2
diverse,3
diversified,1
diversion,3
diversity,3
divert,3
divertible,1
divest,6
divestiture,1
divination,2
divine,4
divinity,1
divisible,1
divisor,1
divorced,1
divulge,7
divulgence,1
docile,6
docket,3
doctrinaire,5
doctrine,2
document,3
documentary,1
dodder,1
doddering,2
dodge,1
doe,1
doff,4
dog,2
dogged,5
doggerel,4
dogma,4
dogmatic,9
dogmatize,1
doldrums,3
doleful,3
dolesome,1
dolor,1
dolorous,6
dolt,3
domain,1
domesticity,1
domicile,4
dominance,1
dominant,3
dominate,3
domination,2
domineer,3
don,3
donate,1
donator,1
donee,1
donor,2
doodle,1
doom,2
dormant,6
dormer,3
dorsal,2
dossier,2
dotage,3
dote,3
doublet,1
doubly,1
doughty,2
dour,3
douse,3
dovetail,3
dowdy,3
downcast,2
downplay,1
downpour,1
dowry,3
dowse,2
doyen,1
doze,3
drab,2
drachma,1
draconian,4
draft,2
dragnet,1
dragoon,1
drainage,1
drama,2
dramatist,1
dramatize,1
drastic,3
draught,2
draw,2
drawl,1
dreary,1
dregs,3
drench,1
dribble,2
drip,2
drivel,3
drizzle,1
droll,6
drone,3
droop,2
dross,2
drought,1
drowsy,1
drudge,2
drudgery,4
dubious,7
duckling,1
ductile,4
duenna,1
duet,1
dulcet,4
dull,2
dullard,1
dumbfound,2
dummy,2
dun,1
dune,1
dupe,10
duplex,1
duplicitous,1
duplicity,7
durance,2
duration,3
duress,5
duteous,2
dutiable,1
dutiful,4
dwell,1
dwindle,4
dwindling,1
dynamic,2
dynamo,3
dyne,1
dys-,1
dysentery,2
dyslexia,3
dyspeptic,6
e.g.,1
eaglet,1
earmark,2
earn,2
earnest,4
earplug,1
earshot,1
earsplitting,1
earthenware,1
earthly,2
earthy,2
easel,1
eatable,1
eavesdrop,1
ebb,3
ebullience,1
ebullient,11
eccentric,10
eccentricity,3
ecclesiastic,2
echelon,2
eclat,2
eclectic,10
eclecticism,1
eclipse,6
ecliptic,2
ecologist,2
economical,2
economize,1
economy,3
ecosystem,2
ecstasy,4
ecstatic,1
ecumenical,1
eddy,3
edible,2
edict,4
edifice,4
edify,6
edifying,2
editorial,1
educe,2
eerie,2
efface,4
effacing,2
effect,1
effective,3
effectual,3
effectuate,2
effeminacy,1
effeminate,3
effervesce,3
effervescence,3
effervescent,3
effete,5
efficacious,5
efficacy,6
efficiency,1
efficient,1
effigy,4
efflorescence,1
efflorescent,2
effluvium,5
effrontery,10
effulgence,3
effulgent,2
effuse,1
effusion,3
effusive,3
egalitarian,3
ego,2
egoism,4
egoist,1
egotism,3
egotist,3
egotistical,2
egregious,9
egress,4
ejaculation,2
eject,1
eke,2
elaborate,6
elaboration,2
elapse,1
elastic,3
elasticity,1
elate,1
elated,4
elation,1
elbow,1
electrolysis,1
electrotype,1
eleemosynary,1
elegiac,2
elegy,8
element,1
elementary,1
elephantine,1
elevate,2
elevation,2
elicit,11
eligible,1
eliminate,1
elitist,1
elixir,2
elizabethan,1
ellipsis,4
elliptical,3
elocution,1
elope,2
eloquence,3
eloquent,6
elucidate,9
elude,4
elusion,1
elusive,4
elysian,3
elysium,2
emaciate,3
emaciated,2
emanate,3
emancipate,4
emasculate,2
embargo,4
embark,4
embarrass,2
embed,3
embellish,8
embezzle,2
embezzlement,2
embitter,2
emblazon,4
emblem,1
embody,3
embolden,2
embolism,1
emboss,4
embrace,3
embroider,3
embroil,5
embroiled,2
embryonic,4
emend,3
emendation,1
emerge,1
emergence,1
emergent,1
emeritus,2
emetic,3
emigrant,1
emigrate,2
eminence,2
eminent,8
emissary,3
emit,1
emollient,4
emolument,3
empathetic,2
empathy,2
emphasis,1
emphasize,1
emphatic,1
empirical,8
empiricism,2
employee,1
employer,1
emporium,1
empower,1
empyreal,1
emulate,12
enact,4
enamel,1
enamor,4
enamored,2
encamp,1
enchant,1
encipher,2
encircle,2
enclave,3
encomiastic,2
encomium,5
encompass,4
encore,1
encourage,1
encroach,2
encroachment,3
encumber,7
encyclical,1
encyclopedia,1
encyclopedic,1
endanger,1
endear,3
endearment,2
endemic,11
endive,1
endorse,3
endow,2
endue,4
endurable,1
endurance,1
enduring,3
energetic,1
energize,2
enervate,12
enervated,1
enfeeble,1
enfranchise,4
engage,3
engaged,2
engaging,2
engender,12
engrave,1
engross,4
engulf,2
enhance,5
enigma,7
enigmatic,3
enjoin,6
enkindle,1
enlighten,2
enlist,3
enliven,2
enmity,7
ennoble,2
ennui,5
enormity,5
enormous,1
enrage,1
enrapture,4
ensconce,4
ensemble,1
enshrine,1
ensnare,1
ensue,4
entail,3
entangle,2
enterprise,2
enterprising,2
entertain,1
enthrall,6
enthrone,1
enthuse,1
enthusiasm,1
enthusiastic,1
entice,5
entirety,1
entitled,1
entitlement,2
entity,2
entomology,3
entourage,2
entrance,3
entrap,1
entreat,5
entreaty,1
entree,2
entree(entr\'ee),1
entrench,1
entrenched,3
entrepreneur,2
entwine,1
enumerate,8
enunciate,3
environ,2
eon,2
epaulet,3
epaulette,1
ephemeral,11
epic,4
epicure,6
epicurean,3
epicycle,1
epicycloid,1
epidemic,1
epidermis,2
epigram,6
epilogue,4
epiphany,3
episode,2
episodic,3
epistemologist,2
epistemology,1
epistolary,1
epitaph,4
epithet,4
epitome,5
epizootic,1
epoch,3
epode,1
eponym,2
equable,5
equalize,1
equanimity,7
equestrian,3
equilibrium,3
equine,2
equinox,2
equipage,1
equipoise,2
equitable,7
equity,4
equivalent,2
equivocal,7
equivocate,11
eradicate,5
erode,4
erotic,2
err,2
errant,7
erratic,8
erroneous,5
ersatz,4
erstwhile,2
erudite,10
erudition,3
escalate,2
escapade,2
eschew,11
escutcheon,1
esoteric,10
espionage,2
espouse,8
esprit de corps,1
espy,1
esquire,1
essence,1
establish,1
esteem,4
esthetic,1
estimable,10
estrange,3
estranged,3
estuary,1
etch,1
eternal,1
ethereal,6
ethics,1
ethnic,2
ethnology,2
ethos,4
etymology,2
eugenic,4
eulogistic,2
eulogize,2
eulogy,7
euphemism,9
euphonious,3
euphony,6
euphoria,5
euphoric,1
eureka,1
euthanasia,2
evacuate,1
evade,2
evanesce,1
evanescent,10
evangelical,1
evangelist,1
evasion,2
evasive,5
evenhanded,4
eventual,3
everlasting,1
evert,1
evict,2
evident,1
evidential,1
evince,4
eviscerate,1
evocative,2
evoke,5
evolution,1
evolve,1
ewe,3
ewer,1
exacerbate,12
exact,2
exacting,8
exaction,1
exaggerate,1
exalt,6
exasperate,8
exasperated,1
excavate,2
exceed,1
excel,1
excellence,1
excellency,1
excellent,1
except,2
exceptionable,2
exceptional,1
excerpt,4
excess,1
exchequer,2
excise,3
excision,1
excitable,1
excitation,1
exclaim,2
exclamation,1
exclude,1
exclusion,1
excoriate,6
excrescence,1
excrete,1
excretion,1
excruciate,2
excruciating,2
exculpate,9
excursion,1
excursive,1
excusable,1
execrable,4
execrate,6
execration,1
execute,2
executioner,2
executive,2
executor,3
exegesis,7
exemplar,4
exemplary,4
exemplify,5
exempt,4
exert,2
exertion,3
exhale,3
exhaust,2
exhaustible,1
exhaustion,1
exhaustive,3
exhilarate,2
exhilarating,3
exhort,6
exhume,3
exigency,5
exigent,7
exiguity,2
exiguous,2
existence,1
existential,2
exit,1
exodus,4
exonerate,11
exorbitance,1
exorbitant,9
exorcise,4
exotic,5
expand,1
expanse,1
expansion,1
expansive,5
expatiate,5
expatriate,4
expect,1
expectancy,1
expectorate,1
expediency,2
expedient,5
expedite,5
expedition,1
expeditious,3
expeditiously,1
expel,1
expend,1
expenditure,2
expense,1
expertise,2
expiate,5
expire,1
expletive,2
explicable,1
explicate,5
explicator,1
explicit,6
explode,1
exploit,4
exploitation,1
exploitative,1
explosion,1
explosive,1
exponent,3
expose,2
exposition,2
expository,3
expostulate,1
expostulation,3
exposure,3
expound,4
expressive,1
expropriate,2
expulsion,1
expunge,4
expurgate,7
exquisite,3
extant,6
extemporaneous,6
extempore,1
extemporize,2
extend,1
extensible,1
extension,1
extensive,1
extensor,1
extenuate,5
extenuating,3
exterior,1
external,1
extinct,2
extinguish,2
extirpate,2
extol,6
extort,5
extortion,1
extract,1
extraction,1
extradite,1
extradition,3
extrajudicial,1
extraneous,9
extraordinary,1
extrapolate,5
extrapolation,3
extravagance,1
extravagant,4
extremist,1
extremity,1
extricate,4
extrinsic,2
extrovert,2
extrude,3
exuberance,3
exuberant,4
exude,3
exult,3
eyrie,1
eyry,1
fable,1
fabricate,5
fabulous,1
facade,2
facet,3
facetious,12
facial,1
facile,7
facilitate,7
facility,1
facsimile,3
faction,6
factious,7
factitious,5
factotum,2
faculty,2
fad,1
fail-safe,1
fain,1
fake,2
fallacious,9
fallacy,5
fallible,5
fallow,8
falsehood,1
falsify,2
falter,4
famish,1
fanatic,2
fanatical,1
fanaticism,2
fancied,2
fancier,3
fanciful,4
fanciless,1
fancy,4
fanfare,3
fantastic,1
fantasy,1
far-fetched,1
farce,3
fare,1
farfetched,1
fascinate,1
fashion,2
fast,1
fastidious,10
fatalism,2
fateful,1
fatherless,1
fathom,6
fathomless,1
fatigue,1
fatuous,7
faultfinder,1
faun,1
fauna,2
faux pas,1
favorable,1
favoritism,2
fawn,9
fawning,4
faze,3
fealty,2
feasible,5
feature,2
febrile,2
feckless,4
fecund,6
fecundity,2
federate,1
feeble,2
feebleminded,2
feign,4
feint,4
felicitate,1
felicitous,6
felicity,4
feline,2
fell,4
felon,3
felonious,1
felony,1
feminine,1
fender,1
feral,3
ferment,2
fermentation,2
fernery,1
ferocious,3
ferocity,1
ferret,4
ferrous,1
fertile,2
fertilize,1
fervent,6
fervid,7
fervor,6
festal,1
fester,4
festive,3
fete,5
fetich,1
fetid,5
fetish,2
fetter,3
fetus,1
feud,2
feudal,1
feudalism,1
fez,1
fiasco,5
fiat,2
fickle,7
fictitious,4
fidelity,6
fidget,1
fiducial,1
fiduciary,1
fief,1
fiend,2
figment,2
figurative,5
figure,2
figurehead,1
figurine,3
filch,3
filial,2
filibuster,5
filigree,3
filing,3
filly,1
filter,1
filth,2
finagle,2
finale,4
finality,1
finally,1
financial,2
financier,1
finch,1
finery,3
finesse,5
finicky,4
finish,2
finished,2
finite,3
firebrand,5
first,1
fiscal,1
fishmonger,1
fissure,4
fit,2
fitful,4
fixture,1
flaccid,3
flag,9
flag-officer,1
flagellate,1
flagging,1
flagrant,4
flail,3
flair,3
flamboyant,6
flashy,2
flatter,1
flatulence,1
flaunt,2
flaw,1
flax,1
flay,3
fleck,2
flection,1
fledge,1
fledgeling,1
fledgling,8
fleece,4
fleet,3
fleeting,1
flexible,2
flick,2
flicker,2
flighty,2
flimsy,1
flinch,3
flip,3
flippancy,2
flippant,6
flirt,3
flit,3
flock,1
floe,3
flora,3
floral,1
florescence,2
florid,6
florist,1
flotilla,2
flotsam,3
flounder,6
flourish,4
flout,7
flowery,2
fluctuate,5
fluctuation,2
flue,1
fluency,2
fluent,2
fluential,1
fluke,4
flummox,2
flummoxed,1
flush,6
fluster,3
flustered,1
flute,1
fluted,1
flutter,2
fluvial,1
flux,5
fodder,2
foetid,1
foggy,1
foible,7
foil,5
foist,4
foliage,4
folio,1
folk-lore,1
foment,9
fomentation,1
fondle,1
foolery,1
foolhardy,6
foolproof,1
foot-note,1
footloose,1
foppery,1
foppish,4
forage,1
foray,2
forbear,2
forbearance,5
forby,1
forcible,1
ford,6
forebear,3
forebears,1
forebode,1
foreboding,3
forecast,1
forecastle,1
foreclose,1
forecourt,1
forefather,1
forego,2
foreground,1
forehead,1
foreign,1
foreigner,1
forejudge,1
foreknowledge,1
foreman,1
foremost,1
forensic,2
foreordain,1
foreordination,1
forepeak,1
forerun,1
forerunner,2
foresail,1
foresee,1
foreseeable,1
foreshadow,3
foreshore,1
foresight,3
forestall,8
foretell,1
forethought,1
foreword,1
forfeit,4
forfend,1
forge,2
forger,1
forgery,1
forgo,3
forlorn,4
formal,1
formality,2
formation,1
formidable,5
formula,1
forsake,4
forswear,4
forte,4
forth,1
forthcoming,4
forthright,6
fortify,3
fortitude,5
fortuitous,9
forum,2
forward,2
foster,5
foul,2
founder,4
foursome,1
fracas,5
fractious,8
fracture,2
fragile,2
frail,3
frailty,3
franchise,2
frankincense,1
frantic,3
fraternal,1
fraud,1
fraudulence,1
fraudulent,4
fraught,5
fray,4
freebooter,2
freelancer,1
freemason,1
freethinker,1
frenetic,5
frenzied,2
frenzy,1
frequency,1
frequent,1
fresco,5
freshet,1
freshness,1
fret,4
fretful,1
friable,1
friction,3
frieze,4
frightful,1
frigid,4
frigidarium,1
fringe,5
frisk,2
fritter,2
frivolity,1
frivolous,8
frizz,1
frizzle,1
frock,2
frolic,2
frolicsome,3
frond,3
frontier,2
frothy,1
froward,1
frowsy,1
frowzy,2
fructify,3
frugal,7
frugality,4
fruitful,3
fruition,3
frustrate,6
fuddle,2
fugacious,1
fugitive,2
fulcrum,4
fulgent,1
full-bodied,1
fulminate,7
fulsome,3
fumble,3
fumigate,1
functional,2
functionary,4
fundamental,3
funereal,2
fungi,1
fungible,2
fungous,1
fungus,1
furbish,1
furlong,1
furlough,1
furnace,1
furnish,1
furor,3
furrier,1
furrow,2
further,1
furtherance,1
furtive,10
fury,1
fuse,1
fusible,1
fusillade,2
fusion,2
fuss,2
fussy,3
fustian,1
fusty,1
futile,9
futurist,1
gadfly,4
gadget,1
gaff,1
gaffe,6
gaiety,1
gaily,1
gainsay,10
gait,4
galaxy,3
gale,3
gall,5
gallant,2
galleon,2
galley,3
gallows,2
galore,1
galvanic,3
galvanism,1
galvanize,8
gambit,4
gamble,2
gambol,6
gamely,2
gamester,1
gamut,3
gangly,1
gangrene,2
gangway,1
gape,2
garble,2
garbled,2
gargantuan,3
gargoyle,2
garish,4
garment,1
garner,5
garnish,3
garrison,1
garrote,1
garrulity,1
garrulous,11
gasconade,1
gaseous,1
gash,1
gasification,1
gastric,1
gastritis,1
gastronomy,3
gauche,8
gaudy,3
gauge,2
gaunt,3
gauntlet,1
gavel,2
gawk,3
gawky,2
gazette,2
gear,1
gendarme,1
genealogist,1
genealogy,3
generality,3
generalize,1
generally,1
generate,4
generic,3
generosity,1
genesis,4
genial,5
geniality,3
genital,1
genitive,1
genre,2
genteel,6
gentile,1
gentility,3
gentle,2
gentry,3
genuflect,2
genus,2
geology,1
geriatrics,2
germ,2
germane,9
germinal,2
germinate,3
gerontocracy,1
gerontology,2
gerrymander,5
gestate,3
gestation,2
gesticulate,1
gesticulation,2
gesture,1
geyser,1
ghastly,3
gibber,1
gibberish,2
gibbet,1
gibe,5
giddy,4
gig,1
gigantic,1
gild,3
gingerly,2
gird,1
girder,1
girth,2
gist,5
giver,1
glacial,4
glacier,2
gladden,1
glade,1
gladiator,1
glamor,2
glare,2
glaring,2
glaze,3
glazier,1
gleam,2
glean,4
glib,11
glimmer,3
glimpse,1
glisten,1
glitch,1
glitter,2
gloaming,1
gloat,3
globose,1
globular,1
gloomy,1
glorious,1
gloss,3
gloss over,1
glossary,3
glossover,1
glossy,3
glow,2
glower,5
glum,1
glut,5
glutinous,4
glutton,3
gluttonous,2
gnarl,2
gnarled,2
gnash,1
gnome,2
goad,9
gobble,3
goggle,1
goldbrick,1
goosebumps,1
gorge,3
gory,2
gosling,1
gossamer,6
gouge,5
gourd,1
gourmand,4
gourmet,3
graceless,1
gracious,2
gradation,5
gradient,1
graduate,2
graduated,2
graft,3
granary,4
grandeur,4
grandiloquence,1
grandiloquent,9
grandiose,4
grandstand,2
grant,1
grantee,1
grantor,1
granular,1
granulate,3
granule,1
graphic,2
graphite,2
grapple,4
grate,3
gratification,1
gratify,5
grating,1
gratis,4
gratitude,1
gratuitous,6
gratuity,2
gravel,1
gravity,3
graze,2
green,1
gregarious,11
grenadier,1
grief,1
grievance,4
grieve,1
grievous,3
grill,2
grim,2
grimace,4
grin,1
grindstone,1
gripe,2
grisly,5
groom,2
groove,3
gross,2
grotesque,4
grotto,4
grouch,2
ground,1
ground crew,1
grouse,3
grove,2
grovel,9
growl,2
grudge,2
grudging,3
gruel,3
grueling,3
gruesome,2
gruff,2
grumble,2
grunt,2
guarantee,1
guess,1
guffaw,4
guile,7
guileless,5
guilt,1
guinea,1
guise,3
gull,2
gullible,6
gully,1
gum,1
gumption,3
gush,3
gust,3
gustatory,3
gusto,4
gusty,3
guy,3
guzzle,2
gynecocracy,1
gynecology,1
gyrate,1
gyroscope,3
habitable,2
habitant,1
habitat,2
habitual,1
habituate,2
habitude,1
hack,1
hackles,2
hackney,1
hackneyed,10
haggard,3
haggle,3
hagiographic,2
hail,4
halcyon,9
hale,5
half-baked,1
halfhearted,2
hallmark,2
hallow,1
hallowed,2
hallucination,3
halting,3
ham-handed,1
hammer,1
hamper,6
hamstring,1
hamstrung,2
hand-wringing,1
handsome,2
handwriting,1
hangdog,1
hanger-on,1
hankering,2
hap,2
haphazard,6
hapless,5
happy-go-lucky,1
harangue,11
harass,4
harbinger,5
harbor,3
hard-bitten,1
hard-hearted,1
hardihood,1
hardy,4
harmonious,2
harness,1
harp,2
harping,1
harried,2
harrow,3
harrowing,3
harry,4
harsh,1
hasten,1
hasty,1
hatch,3
haughtiness,2
haughty,4
haunt,3
hauteur,4
haven,4
havoc,4
hawser,1
hawthorn,1
hazard,3
hazardous,2
hazy,2
headfirst,2
headlong,4
headstrong,3
heady,1
healthful,2
healthy,2
hearken,2
hearten,1
heartrending,2
heathenish,1
heckler,2
hector,2
hedge,3
hedonism,2
hedonist,4
heed,4
heedless,3
hegemony,8
hegira,1
heifer,1
heinous,4
heirloom,1
helm,2
helmet,1
hem,3
hemorrhage,1
henpeck,1
heptagon,1
heptarchy,1
herald,3
herbaceous,1
herbarium,1
herbicide,1
herbivorous,3
herculean,1
herd,2
hereafter,2
hereditary,1
heresy,3
heretic,4
heretical,4
heritage,1
hermetic,5
hermetically,1
hermit,1
hermitage,3
hernia,1
herpetologist,3
hesitance,1
hesitancy,1
hesitant,1
hesitation,1
heterodox,5
heterogeneity,1
heterogeneous,5
heteromorphic,1
hew,5
hexagon,1
hexangular,1
hexapod,1
heyday,5
hiatus,3
hibernal,3
hibernate,2
hibernian,1
hide,2
hidebound,1
hideous,4
hie,1
hierarchical,1
hierarchy,3
hieroglyph,1
hieroglyphic,2
high-flown,2
hike,1
hilarious,2
hilarity,2
hillock,1
hinder,2
hindmost,3
hindrance,3
hindsight,2
hinterland,1
hinterlands,1
hireling,3
hirsute,3
historic,2
historical,2
histrionic,7
hive,3
hoard,4
hoarse,1
hoary,8
hoax,3
hobble,2
hodgepodge,5
hogshead,1
holocaust,2
holster,2
homage,5
homely,3
homeostasis,2
homespun,3
homily,4
homogeneity,1
homogeneous,5
homogenize,1
homogenous,1
homologous,1
homonym,1
homophone,1
hone,3
honorarium,2
hoodwink,8
horde,4
horoscope,2
hortative,1
hortatory,2
horticultural,2
horticulture,1
hosiery,1
hospitable,1
hospitality,1
hostage,2
hostelry,1
hostility,3
hothead,2
hotly,1
hound,2
hovel,3
hover,2
hoyden,1
hub,1
hubbub,3
hubris,6
huckster,1
hue,2
hue and cry,2
hull,2
humane,3
humanitarian,3
humanize,1
humble,4
humbug,1
humdrum,6
humid,2
humiliate,2
humility,3
hummock,3
humor,3
humus,2
hurl,2
hurricane,1
hurtle,3
husband,4
husbandry,4
husk,1
husky,1
hussar,1
hustings,1
hustle,1
hut,2
hybrid,4
hydra,1
hydraulic,1
hydrodynamics,1
hydroelectric,1
hydromechanics,1
hydrometer,1
hydrophobia,2
hydrostatics,1
hydrous,1
hygiene,3
hymn,1
hyperbole,8
hyperborean,1
hypercritical,3
hypnosis,3
hypnotic,2
hypnotism,1
hypnotize,1
hypochondriac,2
hypocrisy,1
hypocrite,1
hypocritical,3
hypodermic,1
hypotenuse,1
hypothecate,1
hypothesis,1
hypothetical,2
hysteria,3
hysterical,1
ichthyic,1
ichthyologist,1
ichthyology,3
ichthyosaurs,1
icily,1
iciness,1
icon,3
iconoclast,9
iconoclastic,6
idealize,1
ideological,1
ideology,3
idiom,3
idiosyncrasy,9
idiosyncratic,2
idle,2
idolatrious,1
idolatrize,1
idolatrous,2
idolatry,4
idolize,1
idyll,3
idyllic,3
igneous,2
ignite,3
ignoble,7
ignominious,6
ignominy,4
ikon,1
iliad,1
ill-natured,1
illegal,1
illegible,1
illegitimate,1
illiberal,1
illiberality,1
illicit,5
illimitable,3
illiteracy,1
illiterate,1
illogical,1
illuminant,1
illuminate,3
illuminati,1
illumination,1
illumine,1
illusion,3
illusive,3
illusory,7
illustrious,3
imaginable,1
imaginary,1
imbalance,2
imbecility,2
imbed,1
imbibe,7
imbroglio,7
imbrue,2
imbue,4
imitation,2
imitator,1
immaculate,5
immanent,1
immaterial,4
immature,2
immeasurable,1
immemorial,1
immense,1
immerse,1
immersion,1
immigrant,1
immigrate,1
imminence,1
imminent,7
immiscible,1
immobility,2
immolate,2
immoral,1
immortalize,1
immovable,1
immune,4
immure,7
immutable,12
imp,1
impair,7
impale,2
impalpable,3
impart,3
impartial,6
impassable,3
impasse,4
impassible,1
impassioned,2
impassive,7
impatience,1
impeach,2
impeccable,6
impecunious,8
impede,9
impediment,4
impel,4
impend,2
impending,4
impenetrable,4
impenitent,3
imperative,4
imperceptible,3
imperfectible,1
imperial,3
imperil,4
imperious,8
impermeable,5
impermissible,1
impersonal,3
impersonate,1
impersuadable,1
impertinence,2
impertinent,7
imperturbability,1
imperturbable,11
impervious,9
impetuosity,1
impetuous,10
impetus,4
impiety,5
impinge,2
impious,5
implacable,12
implausible,5
implement,3
impliable,1
implicate,4
implication,3
implicit,6
implode,5
implore,2
imply,3
impolitic,4
imponderable,4
import,2
importation,1
importunate,4
importune,4
importuned,2
imposed,1
imposing,2
imposition,1
impostor,1
imposture,3
impotent,4
impoverish,3
impracticable,1
imprecate,1
imprecation,4
imprecise,1
impregnable,5
impregnate,3
impresario,1
imprimatur,1
improbable,1
impromptu,4
improper,1
impropriety,3
improvident,6
improvise,5
imprudence,1
imprudent,6
impudence,3
impudent,6
impugn,9
impuissance,3
impulsion,1
impulsive,1
impunity,4
impure,1
imputation,1
impute,7
inaccessible,1
inaccurate,1
inactive,1
inadequate,1
inadmissible,1
inadvertence,1
inadvertent,6
inadvertently,2
inadvisable,1
inalienable,3
inamorata,2
inane,4
inanimate,4
inanity,2
inapprehensible,1
inapt,1
inarticulate,5
inasmuch,1
inasmuch_as,1
inaudible,1
inaugurate,3
inborn,2
inbred,1
incandescence,1
incandescent,5
incantation,3
incapacitate,3
incapacity,1
incarcerate,3
incarnadine,3
incarnate,3
incarnation,2
incendiary,6
incense,5
incentive,4
inception,4
inceptive,1
incessant,7
inch,1
inchmeal,1
inchoate,10
inchoative,1
